date,litecoin,bitcoin,monero,stellar,tether,nem,ethereum,steem,waves,neo,zcash,komodo,nano,iota,eos,cryptocom,bitcoincash,ox,loopring,kybernetwork,cardano,powerledger,cryptonex,nebulastoken,nuls,gifto,biboxtoken,polymathnetwork,truechain,ontology,ren,ravencoin,loomnetwork,educare,mixin,nexo,nkn,vechain,seele,insightchain,bhpcoin,cryptocomcoin,grin,riftoken,oceanprotocol,unussedleo,silverway,ftxtoken,algorand,coinmeet
20181109,51.896,6385.62,106.893,0.255542,0.994832,0.091976,210.074,0.756186,1.75783,15.941,134.178,1.17662,1.83519,0.477343,5.38278,4.25936,544.419,0.712115,0.103607,0.391031,0.074226,0.161389,2.04711,1.41324,1.07146,0.063044,0.350591,0.257382,0.393089,1.629,0.041162,0.038544,0.111413,0.014486,140.365,0.1408,0.052615,0.010189,0.018665,0.337795,1.00602,,,,,,,,,
20181110,52.4018,6409.22,105.245,0.26123,0.99718,0.093953,212.533,0.764972,1.76275,15.9742,130.413,1.19049,1.85664,0.485446,5.42169,4.39241,556.499,0.719645,0.103121,0.394357,0.075221,0.160381,2.04185,1.42923,1.07765,0.063349,0.350563,0.263868,0.399902,1.63756,0.044045,0.039901,0.115107,0.014494,147.452,0.143174,0.05272,0.010275,0.019149,0.337842,1.00647,,,,,,,,,
20181111,51.3649,6411.27,106.376,0.273605,0.990462,0.093025,211.34,0.744921,1.72718,15.9851,129.339,1.1539,1.81289,0.482809,5.44379,4.2386,533.341,0.695571,0.099313,0.384689,0.076481,0.16186,1.96663,1.39069,1.06211,0.064047,0.346934,0.246479,0.392032,1.63148,0.040889,0.038529,0.110621,0.014415,148.133,0.138522,0.051087,0.010142,0.018697,0.347998,1.12256,,,,,,,,,
20181112,50.6482,6371.27,105.139,0.267326,0.989148,0.110267,210.418,0.733068,1.73613,15.7727,133.067,1.20348,1.82542,0.494292,5.40217,4.2834,516.307,0.673725,0.097907,0.37613,0.076001,0.160435,1.9249,1.38243,1.05274,0.063055,0.345455,0.249604,0.391738,1.6197,0.038791,0.037762,0.113559,0.014248,146.629,0.145133,0.04738,0.009885,0.018246,0.379496,1.16711,,,,,,,,,
20181113,49.6966,6359.49,105.113,0.257787,0.985118,0.107914,206.826,0.724377,1.71661,15.3724,126.982,1.19383,1.75273,0.49479,5.22641,4.17155,512.41,0.641675,0.093355,0.357848,0.073603,0.165614,2.0024,1.31498,1.00433,0.058633,0.343024,0.237658,0.372051,1.57897,0.037404,0.035553,0.10694,0.013915,152.692,0.156131,0.046191,0.009241,0.017877,0.303031,1.13284,,,,,,,,,
20181114,43.6108,5738.35,90.7582,0.233043,0.966644,0.096901,181.397,0.617908,1.50324,13.52,111.06,1.02087,1.5327,0.435537,4.63576,3.52804,439.308,0.56586,0.077726,0.298217,0.064824,0.138914,1.81934,1.1406,0.911098,0.049993,0.29685,0.216017,0.312326,1.42675,0.029416,0.028716,0.092488,0.011565,131.742,0.126389,0.040847,0.00837,0.015322,0.292283,0.937492,,,,,,,,,
20181115,43.9483,5648.03,88.6725,0.241944,0.982022,0.094374,180.806,0.601972,1.51636,13.0001,109.911,0.972561,1.47463,0.422618,4.68813,3.66453,421.32,0.563803,0.074287,0.288934,0.063543,0.132372,1.71187,1.14938,0.871473,0.047207,0.292166,0.228544,0.309,1.46264,0.029976,0.026827,0.088253,0.01127,127.947,0.127219,0.039823,0.007974,0.014331,0.292771,0.941099,,,,,,,,,
20181116,42.4589,5575.55,87.0553,0.23885,0.987027,0.094393,175.177,0.584878,1.49414,12.6967,109.649,0.925553,1.39679,0.412853,4.54751,3.76702,388.82,0.555141,0.071301,0.279091,0.061151,0.125109,1.71317,1.11627,0.812359,0.044953,0.28338,0.216386,0.303399,1.36563,0.030696,0.026907,0.084821,0.011062,123.015,0.126531,0.039368,0.007722,0.014518,0.30806,0.920317,,,,,,,,,
20181117,41.9289,5554.33,88.0033,0.244927,0.985869,0.092022,174.001,0.589783,1.4917,12.3735,111.363,0.912926,1.3801,0.410095,4.57277,3.59869,387.749,0.542076,0.068699,0.268577,0.060674,0.122888,1.69702,1.09147,0.757199,0.044944,0.283532,0.206802,0.299538,1.34213,0.029668,0.026142,0.080197,0.011002,121.501,0.121913,0.036474,0.0077,0.014077,0.320325,0.925287,,,,,,,,,
20181118,42.3279,5623.54,89.393,0.249758,0.992533,0.093266,177.067,0.586251,1.52217,12.5928,113.029,0.914166,1.46464,0.412651,4.58737,3.67036,386.252,0.55127,0.069643,0.276037,0.061916,0.128099,1.71024,1.0817,0.771778,0.047587,0.280572,0.210229,0.306883,1.3429,0.029467,0.028661,0.082737,0.0124,131.114,0.121385,0.03401,0.007662,0.015061,0.289886,0.925614,,,,,,,,,
20181119,36.6411,4871.49,72.49,0.224412,0.98273,0.083031,149.175,0.460215,1.28556,10.1746,98.8935,0.783726,1.17193,0.355339,4.083,2.97022,336.955,0.433616,0.051971,0.214008,0.052582,0.10364,1.53651,0.870847,0.575037,0.036219,0.239384,0.163094,0.263088,1.14883,0.022723,0.021883,0.065113,0.011319,110.393,0.091436,0.026348,0.006034,0.012026,0.281529,0.829915,,,,,,,,,
20181120,33.0442,4451.87,66.486,0.193193,0.968799,0.076943,130.339,0.401412,1.07351,8.95362,84.4963,0.680689,1.12407,0.302249,3.70744,2.44728,223.702,0.414268,0.045071,0.185542,0.044777,0.085978,1.38877,0.749601,0.506629,0.031992,0.224052,0.144257,0.22199,0.9716,0.020536,0.018562,0.05675,0.008119,99.6911,0.084303,0.020465,0.005296,0.009745,0.296272,0.778624,,,,,,,,,
20181121,34.6706,4602.17,68.9428,0.203688,0.987504,0.082232,136.701,0.427576,1.15532,9.21098,85.8071,0.730628,1.1905,0.332035,3.81101,2.53542,235.951,0.447848,0.047955,0.200427,0.04778,0.092841,1.37581,0.811842,0.607223,0.034323,0.230419,0.151387,0.240751,1.0286,0.021697,0.020101,0.059006,0.008954,99.205,0.105586,0.022947,0.005799,0.010194,0.304612,0.78638,,,,,,,,,
20181122,32.1951,4365.94,65.8581,0.187797,0.998188,0.080825,126.706,0.390219,1.10834,8.40906,78.8567,0.674059,1.07474,0.309846,3.55457,2.39056,211.468,0.417951,0.047229,0.196188,0.044255,0.090335,1.31683,0.776516,0.542006,0.032252,0.234294,0.139547,0.230244,0.958045,0.018598,0.018239,0.054511,0.008287,96.7594,0.100401,0.023181,0.005262,0.008676,0.312574,0.74269,,,,,,,,,
20181123,32.1597,4347.11,66.6269,0.181211,0.98257,0.077746,123.296,0.388582,1.10369,8.5455,77.5978,0.651867,1.09048,0.318153,3.6004,2.25878,207.426,0.400539,0.046762,0.189594,0.043412,0.088906,1.27468,0.744249,0.562303,0.030468,0.226087,0.134064,0.210369,0.986993,0.018956,0.017105,0.052146,0.008272,88.7217,0.106288,0.022864,0.005164,0.008064,0.299917,0.782491,,,,,,,,,
20181124,29.2177,3880.76,58.3582,0.154205,0.980224,0.068447,113.494,0.337364,0.992579,7.48202,67.7522,0.55608,0.944228,0.280754,3.26139,2.08471,180.689,0.36019,0.041609,0.166049,0.038458,0.078191,1.18983,0.689593,0.490939,0.026428,0.207793,0.118201,0.192642,0.900998,0.017704,0.015732,0.046386,0.006878,86.7825,0.099213,0.02058,0.004524,0.007281,0.296981,0.692381,,,,,,,,,
20181125,30.8922,4009.97,58.0533,0.159607,0.980969,0.069288,116.45,0.348117,1.04436,7.71087,70.2795,0.562533,0.997627,0.287495,3.35008,2.23261,184.584,0.369293,0.042695,0.165551,0.037725,0.078396,1.23793,0.674715,0.490148,0.026538,0.207099,0.125162,0.184458,0.861179,0.017934,0.018305,0.047112,0.006244,85.9811,0.100298,0.021296,0.004687,0.006713,0.275649,0.727556,,,,,,,,,
20181126,29.411,3779.13,53.217,0.144795,0.977243,0.068575,108.335,0.315126,0.985389,7.13564,66.2504,0.521179,0.956502,0.273466,3.18379,2.06749,182.043,0.347974,0.042259,0.157935,0.035806,0.072822,1.13914,0.66036,0.451348,0.024418,0.192569,0.131683,0.167599,0.771633,0.017169,0.018043,0.047135,0.005624,80.632,0.099021,0.019793,0.004334,0.006524,0.284088,0.673283,,,,,,,,,
20181127,31.0688,3820.72,57.1316,0.144374,0.98426,0.075314,110.01,0.318912,0.999947,7.25926,73.3211,0.557774,0.979545,0.270064,3.03017,2.03299,179.063,0.357042,0.043805,0.161594,0.036461,0.074408,1.13686,0.649732,0.478465,0.026969,0.203815,0.135033,0.170092,0.769898,0.01757,0.020863,0.048457,0.006221,82.1381,0.108568,0.021221,0.004421,0.007359,0.280007,0.68937,,,,,,,,,
20181128,34.6266,4257.42,63.5241,0.162237,0.998622,0.081634,122.438,0.367978,1.14874,8.38679,79.9494,0.649938,1.08164,0.300729,3.27937,2.26137,190.072,0.435269,0.049615,0.185283,0.042021,0.087953,1.304,0.801755,0.533083,0.032987,0.224863,0.156017,0.356734,0.866758,0.019421,0.021503,0.058762,0.0071,82.1264,0.11356,0.022742,0.005242,0.008094,0.30166,0.785554,,,,,,,,,
20181129,33.7974,4278.85,61.1955,0.16508,0.997377,0.079262,117.543,0.387018,1.19673,8.439,87.9581,0.697906,1.10392,0.306739,3.02185,2.30121,180.983,0.436696,0.048789,0.195091,0.041866,0.092551,1.22576,0.813845,0.540823,0.033982,0.223581,0.14715,0.292418,0.828594,0.01859,0.020159,0.056078,0.006586,82.1191,0.111118,0.022038,0.005316,0.007554,0.305466,0.763606,,,,,,,,,
20181130,32.0648,4017.27,57.7929,0.15863,0.991823,0.075112,113.171,0.344168,1.21116,7.71098,80.9484,0.651733,1.00719,0.287041,2.8829,2.21809,173.067,0.390046,0.043789,0.177982,0.038916,0.086335,1.21152,0.774381,0.497838,0.030173,0.209588,0.130239,0.249764,0.778429,0.018145,0.018162,0.05187,0.006128,75.2323,0.104256,0.022679,0.004767,0.007914,0.295844,0.68827,,,,,,,,,
20181201,34.3407,4214.67,59.6475,0.166332,1.00105,0.078068,118.636,0.390394,1.40436,8.18537,80.3275,0.682491,1.07385,0.301171,2.95725,2.46894,172.123,0.413467,0.046897,0.20551,0.041468,0.089843,1.26202,0.777116,0.525896,0.032301,0.227327,0.141849,0.275914,0.817206,0.019086,0.020312,0.055594,0.00658,80.6852,0.110049,0.024523,0.005066,0.007948,0.292952,0.748908,,,,,,,,,
20181202,33.7132,4139.88,59.101,0.160301,0.998372,0.077903,116.389,0.346985,1.57593,7.9593,79.1574,0.742586,1.04837,0.296328,2.84938,2.54944,172.113,0.401834,0.045472,0.191804,0.041672,0.088006,1.19475,0.769697,0.520016,0.033061,0.220774,0.140068,0.281254,0.818625,0.018868,0.019042,0.057374,0.006387,78.5318,0.109834,0.024897,0.004923,0.007619,0.289303,0.731162,,,,,,,,,
20181203,31.0728,3894.13,54.8372,0.149536,0.996594,0.074001,108.925,0.320875,1.47596,7.35477,70.7984,0.693368,0.975312,0.27487,2.59359,2.36189,159.818,0.375973,0.042738,0.17531,0.038671,0.084934,1.19501,0.693442,0.502328,0.029507,0.204008,0.131785,0.256534,0.751746,0.017607,0.017399,0.051567,0.00598,73.7614,0.101901,0.02155,0.004542,0.006714,0.269606,0.657695,,,,,,,,,
20181204,31.1861,3956.89,56.979,0.147653,1.00003,0.076882,110.214,0.322107,2.1656,7.61025,74.6912,0.710646,0.978789,0.278358,2.45542,2.46134,149.659,0.373907,0.043626,0.180277,0.037699,0.092988,1.17855,0.702371,0.502157,0.029379,0.206153,0.134151,0.252187,0.737364,0.019109,0.017573,0.052796,0.006258,76.6001,0.117675,0.021942,0.004607,0.006941,0.273835,0.68128,,,,,,,,,
20181205,29.2952,3753.99,51.6666,0.135936,0.992966,0.076157,102.476,0.292384,1.83679,6.99757,66.4206,0.641818,0.921127,0.258735,2.19539,2.32405,130.541,0.350292,0.045333,0.163614,0.034251,0.084222,1.11012,0.646081,0.475578,0.028508,0.19657,0.14044,0.249321,0.667061,0.017657,0.015027,0.048075,0.005762,70.2854,0.091702,0.018699,0.004433,0.006422,0.258814,0.65053,,,,,,,,,
20181206,26.9437,3521.1,46.5345,0.119594,0.998296,0.069511,91.7611,0.251106,1.49365,6.04902,58.8115,0.537975,0.837274,0.236633,1.86799,2.04312,107.593,0.319184,0.03878,0.138221,0.030798,0.071866,1.04178,0.600322,0.407404,0.023894,0.179638,0.118932,0.217213,0.559528,0.021693,0.013483,0.041189,0.005095,62.5263,0.074759,0.016261,0.004112,0.006032,0.25675,0.627671,,,,,,,,,
20181207,25.2726,3419.94,46.462,0.115263,1.00143,0.071667,93.2946,0.245831,1.50273,6.07849,59.3339,0.544245,0.847631,0.236139,1.74318,1.95678,106.852,0.315907,0.035505,0.132028,0.029864,0.06975,1.01215,0.595714,0.390332,0.022967,0.176763,0.115719,0.25733,0.556562,0.021216,0.013443,0.046383,0.004937,56.3902,0.074356,0.014177,0.00392,0.005462,0.254427,0.599178,,,,,,,,,
20181208,24.864,3476.11,45.5736,0.118993,1.01998,0.071005,92.1596,0.24813,1.57943,6.05151,57.5771,0.578222,0.866957,0.233075,1.84363,1.95624,104.048,0.322779,0.036168,0.135573,0.030678,0.07006,1.02598,0.597464,0.395419,0.022456,0.175951,0.115878,0.222603,0.556947,0.025719,0.013642,0.047159,0.00478,60.4577,0.075245,0.014479,0.003907,0.005715,0.252432,0.617377,,,,,,,,,
20181209,25.947,3614.23,47.7467,0.124328,1.0155,0.074326,95.1421,0.260076,1.69572,6.4098,61.0882,0.617659,0.8865,0.244238,2.03223,1.99285,109.618,0.334909,0.037199,0.140727,0.031693,0.073124,1.07026,0.597079,0.418109,0.023016,0.181478,0.121345,0.226755,0.575431,0.026986,0.014914,0.048403,0.00474,67.6905,0.077318,0.015175,0.00407,0.005803,0.258098,0.624318,,,,,,,,,
20181210,24.6178,3502.66,44.6042,0.118253,1.0166,0.072058,91.6857,0.250835,1.57157,6.1201,56.6782,0.580724,0.848394,0.232019,1.93729,1.95822,107.314,0.317298,0.036698,0.134706,0.030203,0.068478,1.0336,0.568971,0.39906,0.02192,0.176558,0.115912,0.219809,0.544461,0.023848,0.013572,0.050548,0.004412,63.0782,0.072923,0.014288,0.003833,0.005734,0.254362,0.616009,,,,,,,,,
20181211,23.8024,3424.59,42.7368,0.112835,1.00979,0.069996,88.9453,0.238919,1.65843,5.84991,54.3075,0.552217,0.821403,0.225301,1.84883,1.919,102.073,0.302823,0.036543,0.132206,0.029551,0.066057,1.00194,0.55178,0.393465,0.021358,0.174391,0.11785,0.211225,0.529892,0.022533,0.013088,0.044401,0.004279,64.4645,0.070816,0.013676,0.00373,0.005535,0.244798,0.61387,,,,,,,,,
20181212,24.4938,3486.95,43.9361,0.11369,1.00976,0.069779,90.5933,0.244321,1.99239,6.05377,55.5103,0.574409,0.847043,0.23287,1.97952,1.92362,102.592,0.309123,0.036466,0.132858,0.030609,0.067268,1.01844,0.555344,0.404985,0.021589,0.180988,0.121611,0.231502,0.537882,0.022838,0.014077,0.04374,0.004317,66.2148,0.067634,0.013538,0.003729,0.005668,0.267242,0.629858,,,,,,,,,
20181213,23.6689,3313.68,40.9622,0.1058,1.00338,0.066463,86.5393,0.233606,2.09091,5.72827,51.6771,0.550587,0.79625,0.27211,1.85077,1.77312,90.3023,0.298936,0.035061,0.122584,0.02919,0.064761,0.977618,0.529734,0.411491,0.02086,0.172531,0.13076,0.215835,0.510253,0.020306,0.012924,0.040374,0.004111,63.5552,0.066854,0.0124,0.003528,0.00546,0.264146,,,,,,,,,,
20181214,23.4643,3242.48,39.2827,0.09774,1.0022,0.061412,84.3083,0.22837,2.32531,5.64938,49.2237,0.5492,0.783252,0.213077,1.82841,1.69916,80.3708,0.272226,0.033554,0.117028,0.028358,0.062746,0.969037,0.497625,0.403139,0.020545,0.163948,0.127719,0.220723,0.4758,0.018808,0.012238,0.037837,0.004087,63.1545,0.064018,0.011818,0.003379,0.005126,0.255424,,,,,,,,,,
20181215,23.7824,3236.76,38.8517,0.095439,1.00499,0.057956,84.4408,0.217274,2.45448,5.64886,50.2089,0.521433,0.757736,0.219802,1.89989,1.68283,77.3658,0.269496,0.0326,0.123363,0.028274,0.061983,0.953402,0.493474,0.404186,0.02087,0.163553,0.137202,0.221841,0.457601,0.019318,0.012177,0.040315,0.004303,60.9821,0.063965,0.01115,0.00336,0.005254,0.246488,,,,,,,,,,
20181216,25.5972,3252.84,39.3395,0.096278,1.00634,0.060641,85.2621,0.216207,2.4298,5.71244,51.4076,0.522784,0.764506,0.222483,1.91509,1.75344,81.639,0.265395,0.033317,0.121885,0.029103,0.063155,0.956566,0.503182,0.407319,0.02078,0.162233,0.135099,0.222736,0.461815,0.018346,0.012112,0.038734,0.004395,68.205,0.06637,0.013882,0.00342,0.00505,0.251314,,,,,,,,,,
20181217,29.2689,3545.86,43.8228,0.109693,1.00994,0.065965,95.1338,0.236199,2.57101,6.56657,56.4205,0.564089,0.862115,0.257952,2.39867,1.88376,90.3451,0.297286,0.038034,0.132332,0.032824,0.069211,1.04739,0.567029,0.431978,0.023319,0.173362,0.146377,0.241527,0.582424,0.020361,0.013721,0.042812,0.005225,78.3569,0.076834,0.015274,0.004032,0.005539,0.261724,,0.014448,,,,,,,,
20181218,30.1422,3696.06,46.5825,0.11433,1.01287,0.066843,101.112,0.255012,3.47343,6.81292,58.5665,0.606327,0.922749,0.289835,2.64487,1.99111,105.201,0.302825,0.041109,0.13842,0.034735,0.075271,1.10466,0.585176,0.443662,0.024939,0.177279,0.148291,0.250797,0.692782,0.02019,0.014522,0.043326,0.005259,80.7293,0.076491,0.01846,0.004137,0.005764,0.27414,,0.01626,,,,,,,,
20181219,29.6828,3745.95,46.3129,0.114245,1.02236,0.068731,101.269,0.262481,3.86706,6.7112,57.5445,0.617067,0.948865,0.281738,2.49692,2.02788,128.448,0.313969,0.040359,0.143655,0.034545,0.075847,1.10387,0.589076,0.434718,0.024688,0.172193,0.148812,0.247202,0.619668,0.020725,0.014382,0.043379,0.005728,83.1334,0.077357,0.020844,0.00422,0.005633,0.295616,,0.02079,,,,,,,,
20181220,32.8169,4134.44,55.0754,0.12655,1.01942,0.075855,116.217,0.292768,4.18561,7.29211,66.1644,0.757547,1.04692,0.34845,2.75493,2.24157,194.231,0.353955,0.043272,0.182619,0.039401,0.082743,1.22044,0.635909,0.464401,0.026589,0.174643,0.155552,0.283528,0.673239,0.022181,0.015453,0.049245,0.007273,86.3814,0.083729,0.023004,0.004575,0.006289,0.297062,,0.032447,,,,,,,,
20181221,30.7966,3896.54,51.8196,0.119916,1.01551,0.07423,109.496,0.278975,3.25089,6.93024,61.6753,0.724232,1.0019,0.325983,2.62018,2.09246,194.296,0.321298,0.042448,0.157669,0.040796,0.081577,1.14202,0.644373,0.447758,0.025152,0.167324,0.142364,0.260321,0.712238,0.020744,0.015162,0.046446,0.006854,81.8125,0.078298,0.021011,0.004476,0.00548,0.28809,,0.032816,,,,,,,,
20181222,31.8559,4014.18,51.7251,0.12275,1.02081,0.074596,116.759,0.329507,3.91627,7.10824,63.4085,0.748637,1.05605,0.343773,2.61953,2.20445,196.669,0.337811,0.044451,0.163814,0.042009,0.088364,1.17492,0.650536,0.464513,0.026763,0.165353,0.150036,0.271454,0.744247,0.025458,0.016213,0.048462,0.007164,82.3221,0.081263,0.020568,0.004638,0.006042,0.28793,,0.034737,,,,,,,,
20181223,33.4597,3998.98,52.7558,0.126585,1.01595,0.07396,130.765,0.318873,3.76324,7.69508,64.9927,0.721995,1.06222,0.362013,2.82071,2.20455,197.663,0.346845,0.045683,0.16688,0.04423,0.08884,1.16698,0.67441,0.479683,0.027074,0.16575,0.151452,0.287979,0.751968,0.023443,0.016174,0.050167,0.008159,90.0965,0.086979,0.032338,0.004722,0.005809,0.299454,,0.030401,,,,,,,,
20181224,33.1967,4078.6,56.3352,0.13252,1.01578,0.076336,140.238,0.313712,3.72671,8.48748,68.338,0.7358,1.07879,0.357618,2.78932,2.45937,182.26,0.362566,0.04721,0.170821,0.045716,0.089456,1.1874,0.692613,0.505211,0.027307,0.16444,0.148184,0.284039,0.776952,0.023154,0.016227,0.052253,0.009349,90.5111,0.086218,0.027152,0.004795,0.006146,0.327525,,0.029606,,,,,,,,
20181225,31.1343,3815.49,50.5927,0.121682,1.01905,0.070561,129.844,0.277767,3.34688,7.69489,61.2489,0.710807,0.984397,0.333073,2.52288,2.31523,170.909,0.328915,0.041635,0.153774,0.041511,0.081718,1.1141,0.610031,0.437474,0.025538,0.157746,0.150388,0.241146,0.668273,0.020849,0.014528,0.045102,0.007936,82.4895,0.081041,0.025346,0.004378,0.005137,0.307227,,0.024029,,,,,,,,
20181226,30.9859,3857.3,49.3747,0.120607,1.01955,0.071264,131.866,0.285493,3.27696,7.87963,61.5147,0.7094,0.989916,0.333083,2.60248,2.31062,175.51,0.346708,0.042381,0.162558,0.041198,0.088738,1.11879,0.613138,0.435976,0.02582,0.146162,0.162755,0.254452,0.64267,0.022189,0.014719,0.045961,0.008442,83.2567,0.085773,0.026228,0.004405,0.005171,0.310154,,0.023711,,,,,,,,
20181227,28.2945,3654.83,44.4667,0.110486,1.02417,0.063909,116.576,0.251538,3.0488,6.96423,56.3455,0.710669,0.901324,0.318313,2.32226,2.04775,150.128,0.315745,0.037302,0.145896,0.036944,0.078006,1.06246,0.572704,0.387587,0.02309,0.135217,0.142177,0.220352,0.561115,0.019412,0.013115,0.041433,0.007586,78.0329,0.079,0.022514,0.003921,0.00454,0.323857,,0.020312,,,,,,,,
20181228,32.5108,3923.92,49.7702,0.121383,1.02316,0.069135,137.647,0.277721,3.26328,7.97726,63.1698,0.809513,1.00919,0.366629,2.64589,2.29081,173.999,0.336619,0.043157,0.16317,0.041862,0.08631,1.14707,0.624692,0.437663,0.025372,0.147449,0.15285,0.249573,0.62988,0.021705,0.014313,0.047163,0.008568,78.725,0.086727,0.027759,0.004379,0.005182,0.329698,,0.019456,,,,,,,,
20181229,31.565,3820.41,48.1121,0.118036,1.03147,0.067019,138.018,0.26943,3.05199,7.96979,60.3226,0.817966,0.960304,0.355318,2.62857,2.20858,165.06,0.32297,0.040776,0.157642,0.041508,0.085656,1.10929,0.613219,0.413262,0.025019,0.143267,0.144082,0.247485,0.611469,0.02102,0.013842,0.046465,0.008193,84.4874,0.086664,0.026156,0.004155,0.004685,0.326236,,0.019956,,,,,,,,
20181230,31.9765,3865.95,48.3643,0.11743,1.01909,0.068802,139.859,0.276192,3.09382,8.11871,59.6561,0.851612,0.970003,0.360808,2.68165,2.39737,163.622,0.321825,0.040687,0.162065,0.04328,0.080721,1.1247,0.622413,0.42015,0.025022,0.14342,0.147468,0.255613,0.621715,0.021465,0.013597,0.045476,0.008116,85.3703,0.087705,0.024321,0.004218,0.005171,0.315412,,0.020633,,,,,,,,
20181231,30.4682,3742.7,46.2282,0.112813,1.01372,0.064102,133.368,0.261755,3.22688,7.53412,56.5439,0.816114,0.903531,0.356565,2.56693,2.2373,151.046,0.296727,0.039934,0.153856,0.041063,0.081517,1.09369,0.583169,0.396037,0.023862,0.139481,0.139508,0.261082,0.591902,0.02043,0.012825,0.045324,0.007748,86.2649,0.08027,0.026945,0.003972,0.003989,0.304463,,0.020379,,,,,,,,
20190101,31.9799,3843.52,48.3675,0.11593,1.01833,0.066118,140.819,0.27604,3.16252,7.86617,59.7477,0.809924,0.957399,0.369184,2.66353,2.24471,164.855,0.317367,0.042122,0.161621,0.042547,0.081141,1.13148,0.60153,0.406567,0.025024,0.144686,0.144993,0.255623,0.607312,0.021944,0.013566,0.046013,0.008211,88.8283,0.080209,0.026453,0.004145,0.003869,0.300608,,0.021466,,,,,,,,
20190102,33.4337,3943.41,52.2524,0.119331,1.02401,0.067139,155.048,0.288522,3.15316,8.07646,61.2523,0.790945,0.967005,0.394705,2.88763,2.34619,171.827,0.329254,0.042844,0.166982,0.045258,0.081115,1.15065,0.623818,0.41768,0.025361,0.149687,0.146537,0.268856,0.645164,0.022208,0.014041,0.050836,0.008231,97.8562,0.077788,0.026471,0.004231,0.004055,0.305411,,0.021441,,,,,,,,
20190103,32.0267,3836.74,49.8154,0.113825,1.01947,0.064862,149.135,0.281727,3.1039,7.67924,58.3051,0.748545,0.923639,0.379233,2.68141,2.30189,162.05,0.321247,0.041366,0.156951,0.042682,0.081674,1.11403,0.592463,0.405815,0.02602,0.147381,0.139652,0.264886,0.606526,0.02118,0.013219,0.048951,0.009535,91.2632,0.075446,0.026808,0.004051,0.003444,0.291365,,0.021424,,,,,,,,
20190104,32.4042,3857.72,50.6309,0.115361,1.0172,0.065011,154.582,0.28175,3.08682,7.63459,58.4093,0.767417,0.934506,0.377061,2.72165,2.41693,161.396,0.323379,0.041609,0.159088,0.043812,0.082921,1.13731,0.594772,0.41197,0.026801,0.145511,0.141245,0.268687,0.611206,0.021337,0.013268,0.048554,0.013687,94.3924,0.07674,0.028792,0.004094,0.003923,0.282605,,0.021559,,,,,,,,
20190105,34.9369,3845.19,49.9318,0.114046,1.01849,0.064621,155.639,0.281322,3.07354,7.84475,58.0505,0.77304,0.938311,0.369546,2.69947,2.69058,160.401,0.322866,0.043327,0.159304,0.044701,0.083323,1.13309,0.596811,0.428412,0.026758,0.147712,0.143176,0.267978,0.627474,0.021547,0.013942,0.048644,0.01011,92.9964,0.073793,0.028844,0.004074,0.003914,0.282725,,0.018613,,,,,,,,
20190106,39.2989,4076.63,54.8766,0.120384,1.02358,0.066627,157.746,0.296297,3.2102,8.64254,61.6244,0.785299,1.01236,0.380924,2.87527,2.66373,166.841,0.339807,0.044521,0.172796,0.049261,0.086328,1.18515,0.618018,0.445153,0.027911,0.154087,0.145698,0.274806,0.654306,0.023427,0.014517,0.049862,0.010429,97.4916,0.079734,0.02743,0.00434,0.003801,0.284426,,0.017576,,,,,,,,
20190107,37.8063,4025.25,52.8269,0.12322,1.01399,0.065016,151.699,0.303748,2.95199,8.47104,60.7383,0.766023,0.960877,0.367764,2.76818,2.70425,161.244,0.324388,0.047345,0.163367,0.047996,0.08334,1.18485,0.614001,0.437815,0.027369,0.151487,0.139651,0.268861,0.628132,0.023275,0.014825,0.050826,0.010124,95.9577,0.075412,0.030959,0.004176,0.00373,0.281267,,0.022577,,,,,,,,
20190108,39.4797,4030.85,53.1554,0.123119,1.01935,0.064316,150.36,0.306517,2.88741,9.17576,60.8629,0.777089,0.996817,0.363091,2.79759,2.64385,161.913,0.325935,0.043762,0.162281,0.048525,0.082111,1.18817,0.611841,0.430018,0.027098,0.150419,0.140512,0.265094,0.642589,0.022597,0.015207,0.049865,0.010001,98.351,0.076321,0.031475,0.004382,0.003738,0.279964,,0.019565,,,,,,,,
20190109,38.9855,4035.3,52.7139,0.123774,1.01683,0.064733,150.803,0.317309,2.86408,9.20145,60.536,0.790992,1.04341,0.369409,2.91254,2.65668,160.085,0.327053,0.04464,0.165404,0.052169,0.082755,1.19162,0.625349,0.444276,0.027222,0.149825,0.140401,0.267392,0.720768,0.022925,0.015104,0.049951,0.010446,109.969,0.081854,0.031982,0.00477,0.003675,0.277844,,0.019615,,,,,,,,
20190110,33.866,3678.92,45.4961,0.109879,1.02346,0.056417,128.625,0.264566,2.61775,7.96807,54.9604,0.671475,0.891327,0.312712,2.43612,2.20864,134.967,0.287561,0.039251,0.14115,0.044529,0.071019,1.09426,0.524977,0.379506,0.023381,0.135181,0.119457,0.230358,0.595887,0.0189,0.012651,0.042591,0.01,95.732,0.073088,0.025233,0.004068,0.003168,0.267048,,0.017698,,,,,,,,
